ResponseId	Q120	MainBranch	Age	Employment	RemoteWork	CodingActivities	EdLevel	LearnCode	LearnCodeOnline	LearnCodeCoursesCert	YearsCode	YearsCodePro	DevType	OrgSize	PurchaseInfluence	TechList	BuyNewTool	Country	Currency	CompTotal	LanguageHaveWorkedWith	LanguageWantToWorkWith	DatabaseHaveWorkedWith	DatabaseWantToWorkWith	PlatformHaveWorkedWith	PlatformWantToWorkWith	WebframeHaveWorkedWith	WebframeWantToWorkWith	MiscTechHaveWorkedWith	MiscTechWantToWorkWith	ToolsTechHaveWorkedWith	ToolsTechWantToWorkWith	NEWCollabToolsHaveWorkedWith	NEWCollabToolsWantToWorkWith	OpSysPersonal use	OpSysProfessional use	OfficeStackAsyncHaveWorkedWith	OfficeStackAsyncWantToWorkWith	OfficeStackSyncHaveWorkedWith	OfficeStackSyncWantToWorkWith	AISearchHaveWorkedWith	AISearchWantToWorkWith	AIDevHaveWorkedWith	AIDevWantToWorkWith	NEWSOSites	SOVisitFreq	SOAccount	SOPartFreq	SOComm	SOAI	AISelect	AISent	AIAcc	AIBen	AIToolInterested in Using	AIToolCurrently Using	AIToolNot interested in Using	AINextVery different	AINextNeither different nor similar	AINextSomewhat similar	AINextVery similar	AINextSomewhat different	TBranch	ICorPM	WorkExp	Knowledge_1	Knowledge_2	Knowledge_3	Knowledge_4	Knowledge_5	Knowledge_6	Knowledge_7	Knowledge_8	Frequency_1	Frequency_2	Frequency_3	TimeSearching	TimeAnswering	ProfessionalTech	Industry	SurveyLength	SurveyEase	ConvertedCompYearly
17879	I agree	I am a developer by profession	25-34 years old	Employed, full-time	Hybrid (some remote, some in-person)	Hobby;Professional development or self-paced learning from online courses	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Recorded coding sessions;How-to videos;Video-based Online Courses;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Written Tutorials;Click to write Choice 20;Stack Overflow;Interactive tutorial;Certification videos	Udemy;Coursera	6	1	Developer, full-stack	20 to 99 employees	I have little or no influence		Start a free trial;Ask developers I know/work with;Ask a generative AI tool	Bangladesh	"BDT	Bangladeshi taka"	700000.0	HTML/CSS;JavaScript;Python;Rust	C#;Go;HTML/CSS;JavaScript;Lua;OCaml;Perl;PHP;PowerShell;Python;Rust;Zig	Dynamodb;Elasticsearch;MongoDB;MySQL;Oracle;PostgreSQL	Dynamodb;Elasticsearch;MongoDB;Redis;SQLite	Amazon Web Services (AWS)	Amazon Web Services (AWS);Cloudflare;Digital Ocean;Google Cloud;Heroku	Express;Next.js;Node.js;React	Express;Laravel;Next.js;React	OpenGL	GTK;OpenGL;RabbitMQ	Cargo;Docker;GNU GCC;Kubernetes;Make;Terraform;Vite;Webpack	Cargo;Chocolatey;CMake;Docker;GNU GCC;Godot;Homebrew;Kubernetes;Make;Terraform;Unity 3D;Vite;Wasmer;Webpack	Android Studio;DataGrip;Helix;IntelliJ IDEA;Nano;Neovim;Notepad++;Sublime Text;TextMate;Vim;Visual Studio Code;VSCodium	DataGrip;Geany;Helix;IntelliJ IDEA;Neovim;Sublime Text;TextMate;Visual Studio Code;VSCodium	Arch;Debian;Fedora;Haiku;Other Linux-based;Ubuntu;Windows;Windows Subsystem for Linux (WSL)	MacOS;Windows;Windows Subsystem for Linux (WSL)	Confluence;Jira;Markdown File;Redmine	Confluence;Jira;Markdown File	Google Meet;Signal;Skype;Slack	Google Meet;Matrix;Signal;Slack;Telegram	ChatGPT	ChatGPT	GitHub Copilot		Stack Overflow;Stack Exchange	Daily or almost daily	Yes	Less than once per month or monthly	No, not really	Ai can provide solutions to simple questions that elitist so users won't answer	No, and I don't plan to												Yes	Individual contributor	1.0	Strongly agree	Neither agree nor disagree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Never	6-10 times a week	Never	Over 120 minutes a day	15-30 minutes a day	Microservices;Automated testing;Continuous integration (CI) and (more often) continuous delivery		Appropriate in length	Easy	6508.0
17931	I agree	I am a developer by profession	25-34 years old	Employed, full-time	In-person	Contribute to open-source projects;Freelance/contract work	Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	Other online resources (e.g., videos, blogs, forum)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Written-based Online Courses;Click to write Choice 20;Stack Overflow		8	8	Developer, full-stack	500 to 999 employees	I have a great deal of influence	Investigate	Start a free trial;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2 Crowd	Bangladesh	"BDT	Bangladeshi taka"		HTML/CSS;JavaScript;Python;SQL	HTML/CSS;JavaScript;Python;SQL;TypeScript	BigQuery;Elasticsearch;MariaDB;MySQL	BigQuery;Elasticsearch;MariaDB;MySQL	Amazon Web Services (AWS);Cloudflare;Google Cloud	Amazon Web Services (AWS);Cloudflare;Google Cloud	Next.js;Node.js;React;Vue.js;WordPress	Next.js;Node.js;React;Vue.js	RabbitMQ		Google Test;Yarn	Google Test;Yarn	Nano;Visual Studio Code	Nano;Visual Studio Code	Android;Windows	Ubuntu;Windows			Discord;Google Chat;Skype;Telegram;Whatsapp	Discord;Skype;Telegram;Whatsapp	ChatGPT	ChatGPT			Stack Overflow;Stack Exchange	Multiple times per day	Yes	Less than once per month or monthly	Yes, somewhat	Ai driven search may work if chatbot like ChatGPT is difficult for now.	Yes	Very favorable	Increase productivity;Greater efficiency;Improve accuracy in coding	Somewhat trust	Project planning;Writing code;Debugging and getting help	Project planning;Writing code;Debugging and getting help		Debugging and getting help				Project planning;Writing code	No																		Appropriate in length	Easy	
17944	I agree	I am a developer by profession	25-34 years old	Employed, full-time	Hybrid (some remote, some in-person)	Hobby;Professional development or self-paced learning from online courses	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	School (i.e., University, College, etc);Coding Bootcamp			4	2	Developer, front-end	100 to 499 employees	I have little or no influence		Start a free trial	Bangladesh	"BDT	Bangladeshi taka"		HTML/CSS;JavaScript;TypeScript	HTML/CSS;JavaScript;TypeScript	MySQL				AngularJS;Express	AngularJS;Express					Visual Studio Code	Visual Studio Code	MacOS;Windows	MacOS;Windows			Google Chat;Google Meet;Skype	Google Chat;Google Meet;Skype					Stack Overflow	Daily or almost daily	Yes	I have never participated in Q&A on Stack Overflow	Yes, definitely		Yes	Favorable	Increase productivity;Greater efficiency;Speed up learning	Somewhat trust									No																		Too long	Neither easy nor difficult	
18008	I agree	I am a developer by profession	25-34 years old	Employed, full-time	Hybrid (some remote, some in-person)	Hobby;Contribute to open-source projects;Bootstrapping a business;Freelance/contract work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Colleague;Friend or family member;Hackathons (virtual or in-person);Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Coding Bootcamp	How-to videos;Video-based Online Courses;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Stack Overflow	Other;Udemy;Udacity	12	7	Developer, full-stack	100 to 499 employees	I have a great deal of influence	Investigate	Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd;Ask a generative AI tool	Bangladesh	"BDT	Bangladeshi taka"		HTML/CSS;JavaScript;PHP	JavaScript;Kotlin;PHP	MongoDB;MySQL	MongoDB;MySQL	Amazon Web Services (AWS);Heroku;Netlify;Vercel	Amazon Web Services (AWS)	NestJS;Next.js;Node.js;React;Vue.js;WordPress	NestJS;Next.js;Node.js;React;Vue.js;WordPress	Flutter	Flutter	npm;Webpack;Yarn	npm;Yarn	PhpStorm;Sublime Text;Vim;Visual Studio;Visual Studio Code;Xcode	Visual Studio Code;Xcode	Android;MacOS;Ubuntu;Windows	Android;MacOS;Ubuntu;Windows									Stack Overflow;Stack Exchange	A few times per month or weekly	Yes	A few times per month or weekly	Yes, definitely	Stack Overflow might help to genarate the correct title and also make the the discription more meaningful, cause sometimes it seems the question is somthing different than the one is asked. An Genaretive AI can help to make it easy, to the point and understandable. also can help to search .	No, but I plan to soon	Indifferent		Neither trust nor distrust									Yes	Individual contributor	7.0	Strongly agree	Neither agree nor disagree	Agree	Strongly agree	Agree	Strongly agree	Neither agree nor disagree	Agree	10+ times a week	10+ times a week	10+ times a week	Over 120 minutes a day	Over 120 minutes a day	Microservices;Automated testing;Innersource initiative;Developer portal or other central places to find tools/services	Information Services, IT, Software Development, or other Technology	Too long	Neither easy nor difficult	
18271	I agree	I am a developer by profession	25-34 years old	Employed, full-time	In-person	I don’t code outside of work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Colleague;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Recorded coding sessions;Written Tutorials;Stack Overflow	Udemy;Pluralsight;Coursera	13	6	Developer, back-end	10 to 19 employees	I have some influence	Investigate	Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow	Bangladesh	"BDT	Bangladeshi taka"		C;C++;HTML/CSS;Java;JavaScript;MATLAB;PHP;Python;R;SQL	Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;Swift;TypeScript	MySQL;Oracle;PostgreSQL;Redis;SQLite	BigQuery;Elasticsearch;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite	Amazon Web Services (AWS);Firebase	Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Google Cloud;IBM Cloud Or Watson;Microsoft Azure	jQuery;React	Django;React	NumPy;Opencv;RabbitMQ;TensorFlow	Flutter;NumPy;RabbitMQ;TensorFlow;Torch/PyTorch	Docker;Gradle;Maven (build tool);npm;Pip	Docker;Maven (build tool);npm;Pip	Android Studio;Code::Blocks;Eclipse;IntelliJ IDEA;Notepad++;PhpStorm;PyCharm;Sublime Text	Android Studio;IntelliJ IDEA;Sublime Text;Visual Studio Code;Xcode	Android;Ubuntu	Android;Ubuntu	Jira	Jira	Discord;Google Meet;Microsoft Teams;Skype;Slack;Whatsapp;Zoom	Google Meet;Slack	Bing AI;ChatGPT	Bing AI;ChatGPT			Stack Overflow;Stack Exchange	Multiple times per day	Yes	I have never participated in Q&A on Stack Overflow	Neutral		No, but I plan to soon	Favorable		Somewhat distrust									Yes	Individual contributor	6.0	Agree	Agree	Agree	Neither agree nor disagree	Agree	Agree	Strongly agree	Neither agree nor disagree	1-2 times a week	1-2 times a week		60-120 minutes a day	60-120 minutes a day	Microservices	Information Services, IT, Software Development, or other Technology	Too long	Difficult	
18538	I agree	I am a developer by profession	25-34 years old	Employed, full-time	In-person	Professional development or self-paced learning from online courses	Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	School (i.e., University, College, etc)			5	1	Developer, front-end	20 to 99 employees	I have some influence	Given a list	Start a free trial;Ask developers I know/work with	Bangladesh	"BDT	Bangladeshi taka"		Assembly;HTML/CSS;Java;JavaScript;MATLAB;PHP;Python;SQL;TypeScript	C#;HTML/CSS;Java;JavaScript;Python;R;SQL;TypeScript	MySQL;Oracle	BigQuery;H2;MySQL;Oracle;SQLite	Amazon Web Services (AWS)	Firebase;Google Cloud;Microsoft Azure	Angular;Laravel	Angular;AngularJS;ASP.NET;jQuery	Opencv;Pandas;Scikit-Learn;Spring Framework;TensorFlow	Pandas;Scikit-Learn;TensorFlow	Maven (build tool)	Maven (build tool)	Android Studio;Atom;Eclipse;IntelliJ IDEA;Jupyter Notebook/JupyterLab;Netbeans;Notepad++;Spyder;Sublime Text;Visual Studio;Visual Studio Code;WebStorm	Eclipse;IntelliJ IDEA;Jupyter Notebook/JupyterLab;RStudio;WebStorm	Android;ChromeOS;iOS;Windows	ChromeOS;Windows	Azure Devops	Azure Devops;Jira;Stack Overflow for Teams	Google Meet;Microsoft Teams;Skype;Slack;Whatsapp;Zoom	Google Meet;Microsoft Teams;Telegram;Whatsapp	Bing AI	Bing AI;ChatGPT			Stack Overflow;Collectives on Stack Overflow	Multiple times per day	Not sure/can't remember		No, not really		No, but I plan to soon	Indifferent		Neither trust nor distrust									Yes	Individual contributor	1.0	Neither agree nor disagree	Strongly agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Disagree	Never	1-2 times a week	1-2 times a week	60-120 minutes a day	15-30 minutes a day	DevOps function;Microservices;Automated testing;Innersource initiative	Information Services, IT, Software Development, or other Technology	Too long	Neither easy nor difficult	
18607	I agree	I am a developer by profession	18-24 years old	Independent contractor, freelancer, or self-employed;Employed, part-time	Remote	Hobby;Professional development or self-paced learning from online courses	Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)	Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Recorded coding sessions;How-to videos;Video-based Online Courses;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Written Tutorials;Click to write Choice 20;Stack Overflow;Interactive tutorial	Udemy;Coursera;Udacity	6	1	Developer, full-stack	Just me - I am a freelancer, sole proprietor, etc.	I have some influence		Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd	Bangladesh	"BDT	Bangladeshi taka"	41600.0	HTML/CSS;JavaScript;PHP;Python;TypeScript	HTML/CSS;JavaScript;Python;TypeScript	Cloud Firestore;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite	Cloud Firestore;Dynamodb;Firebase Realtime Database;MongoDB;MySQL;PostgreSQL;Redis;SQLite;Supabase	Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Heroku;Netlify;Render;Vercel	Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Google Cloud;Heroku;Netlify;Render;Vercel	Django;Express;Next.js;Node.js;React;WordPress	Deno;Express;Next.js;Node.js;React;Remix;Ruby on Rails;Vue.js;WordPress			APT;Docker;npm;Pip;Vite;Webpack;Yarn	APT;Docker;Kubernetes;npm;Pip;Vite;Yarn	Neovim;Sublime Text;Visual Studio Code	Neovim;Sublime Text;Vim;Visual Studio Code	Ubuntu	Ubuntu	Jira;Markdown File	Jira;Markdown File	Discord;Google Meet;Slack;Telegram;Whatsapp;Zoom	Discord;Google Meet;Slack;Telegram;Whatsapp;Zoom	ChatGPT	ChatGPT			Stack Overflow;Stack Exchange;Collectives on Stack Overflow	Multiple times per day	Yes	Less than once per month or monthly	Neutral		No, but I plan to soon	Favorable		Somewhat distrust																											Too long	Neither easy nor difficult	387.0
18699	I agree	I am learning to code	25-34 years old	Employed, part-time	Remote	Contribute to open-source projects;Professional development or self-paced learning from online courses;Freelance/contract work	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum)	Formal documentation provided by the owner of the tech;Blogs with tips and tricks;How-to videos;Video-based Online Courses;Written Tutorials;Stack Overflow		2		Developer, back-end			Investigate	Visit developer communities like Stack Overflow	Bangladesh			HTML/CSS;Python	HTML/CSS;Python	MariaDB;MySQL;PostgreSQL	MariaDB;MongoDB;MySQL;PostgreSQL	Cloudflare;Netlify	Digital Ocean;Microsoft Azure;Netlify	Django;Next.js	Django;Flask;Next.js			npm;Pip	npm;Pip	Notepad++;PyCharm;Visual Studio Code	Notepad++;PyCharm;Visual Studio Code	Windows	Windows			Discord;Skype;Telegram;Zoom	Discord;Skype;Telegram;Zoom	ChatGPT	ChatGPT			Stack Overflow;Stack Exchange;Collectives on Stack Overflow	Multiple times per day	Yes	A few times per month or weekly	Yes, definitely		Yes	Favorable	Improve collaboration	Neither trust nor distrust																											Appropriate in length	Neither easy nor difficult	
18884	I agree	I am learning to code	Under 18 years old	Not employed, and not looking for work			Primary/elementary school	Online Courses or Certification;Other online resources (e.g., videos, blogs, forum)	Formal documentation provided by the owner of the tech;Recorded coding sessions;How-to videos;Stack Overflow	Other	2					Investigate	Start a free trial;Visit developer communities like Stack Overflow	Bangladesh			Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python	Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python	MySQL;SQLite	MySQL;SQLite	VMware	VMware					Docker	Ant;Docker;Gradle	Atom;Code::Blocks;Notepad++;PyCharm;Sublime Text;Visual Studio;Visual Studio Code	Android Studio;Code::Blocks;Visual Studio;Visual Studio Code	Other Linux-based;Windows;Windows Subsystem for Linux (WSL)	Other Linux-based;Windows;Windows Subsystem for Linux (WSL)	Azure Devops;GitHub Discussions	GitHub Discussions	Discord;Google Chat;Google Meet;Zoom	Discord;Slack	WolframAlpha	ChatGPT			Stack Overflow	A few times per month or weekly	Yes	I have never participated in Q&A on Stack Overflow	Yes, definitely		No, but I plan to soon	Favorable		Somewhat distrust																											Too long	Neither easy nor difficult	
19356	I agree	I am a developer by profession	25-34 years old	Employed, full-time	In-person	Bootstrapping a business;Professional development or self-paced learning from online courses	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Colleague;On the job training;School (i.e., University, College, etc)			9	5	Developer, full-stack	100 to 499 employees	I have little or no influence		Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd	Bangladesh	"BDT	Bangladeshi taka"		Java;JavaScript;Python;SQL		Elasticsearch;H2;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis	BigQuery	Amazon Web Services (AWS)	Google Cloud;Heroku;IBM Cloud Or Watson	jQuery;React;Spring Boot;Vue.js	AngularJS;FastAPI;Node.js;WordPress	Apache Kafka;Spring Framework	Hadoop;TensorFlow	Ant;Docker;GNU GCC;Gradle;Maven (build tool);npm	Kubernetes	IntelliJ IDEA;Notepad++;Visual Studio Code	PyCharm	Ubuntu		Asana;Jira;Redmine		Google Meet;Skype;Slack		ChatGPT	Google Bard AI	GitHub Copilot	AWS CodeWhisperer;Rubber Duck.AI	Stack Overflow;Stack Exchange	Multiple times per day	Yes	A few times per week	Yes, definitely		No, but I plan to soon	Favorable		Neither trust nor distrust									Yes	Individual contributor	5.0																		
